ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,TOTAL_TYPE,TOTAL_VOLUME_2020_AF,TOTAL_VOLUME_2025_AF,TOTAL_VOLUME_2030_AF,TOTAL_VOLUME_2035_AF,TOTAL_VOLUME_2040_AF
1368,Lakeside Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4205,4730,4919,4966,0
1370,Lakewood  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,9934,9934,9934,9934,0
1370,Lakewood  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7169,7303,7439,7578,0
1371,Lamont Public Utility District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,13691,13732,13775,13821,0
1371,Lamont Public Utility District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4831,5077,5336,5609,0
1384,Las Virgenes Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,26798,27796,28838,29925,31058
1384,Las Virgenes Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,26798,27796,28838,29924,31058
1388,Lathrop  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8512,11818,15029,17309,19666
1388,Lathrop  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,14172,15974,16984,17722,22210
1415,Lemoore  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,546961.7437,546961.7437,546961.7437,546961.7437,546961.7437
1415,Lemoore  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7132.095363,8424.097148,10283.84319,11753.84047,13902.06196
1869,Liberty Utilities (Park Water) Corp,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12293,11794,11366,11072,10915
1869,Liberty Utilities (Park Water) Corp,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12293,11794,11367,11071,10917
1424,Lincoln  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12291,13478,15296,17113,20336
1424,Lincoln  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,15590,17226,19676,22128,26399
1425,Lincoln Avenue Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1920,1978,2037,2098,2161
1425,Lincoln Avenue Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1704,1725,1746,1768,1790
1427,Linda County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3973.05,4428.55,4884.04,5339.55,5795.04
1427,Linda County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4569,5092.83,5616.65,6140.48,6664.3
1443,Livermore  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8976.496961,9906.36998,10517.07866,11047.99626,0
1443,Livermore  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8976.496961,9906.36998,10517.07866,11047.99626,0
1444,Livingston  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6926.479877,7150.508691,7405.226382,7681.426289,7991.383961
1444,Livingston  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6926.479877,7150.508691,7405.226382,7681.426289,7991.383961
1450,Lodi  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,27480,27759,28053,28362,28686
1450,Lodi  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,20462,21280,22138,23038,23987
1452,Loma Linda  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6418,6814,7236,7683,7683
1452,Loma Linda  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5200,5528,5874,6245,6638
1456,Lomita  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3652,3652,3652,3652,3652
1456,Lomita  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2643.83,2684.89,2726.59,2768.94,2811.94
1459,Lompoc  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8225,8225,8225,8225,0
1459,Lompoc  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5473,5598,5726,5858,0
1464,Long Beach  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,72824,73381,73954,74539,75132
1464,Long Beach  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,63643,63410,63455,63609,64136
1473,Los Angeles City Department Of Water And Power,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,638555,671446,679626,688589,702425
1473,Los Angeles City Department Of Water And Power,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,638540,671440,679640,688540,702440
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,10669,10721,10755,10900,0
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,10293,10525,10755,10900,0
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,110090,121590,132990,144390,0
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,96490,108010,119400,130820,0
1487,Los Banos  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8963,10964,13398,16376,18187
1487,Los Banos  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8138,9949,12163,14869,18178
1506,Lynwood  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6097,6153,6209,6266,6323
1506,Lynwood  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6097,6153,6209,6266,6323
1510,Madera  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,15700,17400,19200,21100,23400
1510,Madera  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,15700,17400,19200,21100,23400
1533,Mammoth Community Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2265,2612,3370,3719,0
1533,Mammoth Community Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2299,2656,3406,3763,0
1536,Manhattan Beach  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5746,5773,5800.001,5826.999,5853.999
1536,Manhattan Beach  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5746,5773,5800,5827,5854
1539,Manteca  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,20250,21960,24170,26700,29770
1539,Manteca  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,22460,29040,28850,29300,30800
1546,Marin Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,151254,152714,152794,152794,152794
1546,Marin Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,41940,41797,41685,41835,42109
1547,Marina Coast Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6205,9937,11118,12196,1359
1547,Marina Coast Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,11400,12371,13494,13925,13959
1554,Martinez  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4239,4169,4093,4016,3936
1554,Martinez  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4239,4169,4093,4016,3936
1570,McKinleyville Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3136.403383,3136.403383,3136.403383,3136.403383,0
1570,McKinleyville Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1945.738831,2035.441327,2128.384453,2224.72054,1937.929423
1587,Menlo Park  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5002.287196,5002.287196,5002.287196,5002.287196,5002.287196
1587,Menlo Park  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4115.378607,4304.11521,4504.206697,4722.404624,4953.491879
1589,Merced  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,31260,33287,35875,37829,0
1589,Merced  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,31259.46,33287,35875,37829,0
1596,Mesa Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,20610,20676,20742,20809,20874
1596,Mesa Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,20610,20676,20742,20809,20874
1605,Mid-Peninsula Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3670.389869,3710.285411,3737.905401,3777.800943,3802.352046
1605,Mid-Peninsula Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4357.820747,4357.820747,4357.820747,4357.820747,4357.820747
1613,Millbrae  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3556.841018,3556.841018,3556.841018,3556.841018,3556.841018
1613,Millbrae  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2912.37457,3022.854532,3022.854532,3139.472271,3360.432196
1619,Milpitas  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12346.66884,15584.51545,18222.31846,20860.62421,23452.78902
1619,Milpitas  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,18784.70826,21803.43642,25432.22885,27711.25087,27927.73388
1626,Mission Springs Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,9550,11669,14108,16547,18986
1626,Mission Springs Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,9550,11669,14108,16546,18986
1631,Modesto  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,69464,74902,80340,85778,91216
1631,Modesto  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,69464,74902,80340,85778,91216
1639,Monrovia  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6635,6734,6833,6935,7037
1639,Monrovia  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6635,6734,6833,6935,7037
1642,Monte Vista Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,29139.42757,29098.57757,29127.81757,29177.86957,29177.86957
1642,Monte Vista Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12550.02808,12745.7618,13079.825,13430.7434,13714.49957
1644,Montebello Land And Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3473.6,3484,3494.3,3504.9,0
1644,Montebello Land And Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,1829,1829,1829,1829,0
1645,Montecito Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8624,9862,9800,9736,0
1645,Montecito Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5265,6084,6104,6122,0
1650,Monterey Park  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,9782,9814,10265,10737,11230
1650,Monterey Park  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,9782,9814,10265.01,10737,11229.99
1656,Morgan Hill  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8549.25192,9154.823931,9760.395942,10365.96795,10971.53996
1656,Morgan Hill  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,63900,67800,71500,73300,73400
1660,Morro Bay  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1298,1977,2013,2048,2087
1660,Morro Bay  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3682,4982,4982,4982,4982
1663,Moulton Niguel Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,40929,44178,44938,45391,45391
1663,Moulton Niguel Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,35443.6,35129.9,34598.7,34606.3,34689.4
4231,Mountain House Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5120,6394,7666,8938,10172
4231,Mountain House Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,9813,9813,9813,9813,12258
1671,Mountain View  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12307,12578,12845,13161,13510
1671,Mountain View  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12307,12578,12845,13161,13510
1697,Myoma Dunes Mutual Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3397.25885,3470.912158,3544.565467,3618.218775,3694.940971
1697,Myoma Dunes Mutual Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3398.08745,3471.95558,3545.823711,3619.72253,3693.559972
1701,Napa  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,14839,15571,16151,16536,0
1701,Napa  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,32428,32633,32873,32873,0
1718,Nevada Irrigation District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,360800,360800,360800,360800,360800
1718,Nevada Irrigation District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,181241,190535,198928,206238,213019
1727,Newhall County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,16541,17897,17868,18499,19067
1727,Newhall County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,10100,10700,11200,11800,12600
1729,Newman  City of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3477.049934,3857.592027,4301.353211,4773.961939,5299.048651
1729,Newman  City of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3477.049934,3857.592027,4302.580766,4778.258382,5299.969317
1730,Newport Beach  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,15686,16838,16953,16949,16973
1730,Newport Beach  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,15685,16839,16953,16950,16973
1731,Nipomo Community Service District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3287,3887,4017,4153,4294
1731,Nipomo Community Service District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3236.8,3837,3967,4103,4243.8
1732,Norco  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7652,7814,7726,7738,7800
1732,Norco  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,10825,11025,11025,11025,11025
1739,North Coast County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3276.221913,3344.44329,3413.922911,3484.783531,0
1739,North Coast County Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4318.262783,4321.33167,4324.400558,4327.469446,0
1748,North Marin Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12067,11828,11531,11271,11046
1748,North Marin Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12032,12078,12083,12175,12300
1752,North Tahoe Public Utilities District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,985.1129999,963.6307849,978.9752242,978.9752242,0
1752,North Tahoe Public Utilities District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,985.1129999,963.6307849,978.9752242,978.9752242,0
1756,Norwalk  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2090,2090,2090,2090,2090
1756,Norwalk  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2090,2090,2090,2090,2090
1765,Oakdale  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Under Review,N/A,Demand totals,4540,4911,5258,5481,5692
1765,Oakdale  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Under Review,N/A,Supply totals,6100,16100,16100,16100,16100
1777,Oceanside  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,31888,33075,32973,33350,33697
1777,Oceanside  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,31728,32915,32813,33190,33537
1782,Oildale Mutual Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,9639,10436,11297,12231,0
1782,Oildale Mutual Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,23500,23500,23500,23500,0
1792,Olivehurst Public Utilities District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5741.889167,8568.334877,12775.78012,12775.78012,12775.78012
1792,Olivehurst Public Utilities District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5741.889167,8568.334877,12775.78012,12775.78012,12775.78012
1793,Olivenhain Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,22843,23163,23283,23813,23693
1793,Olivenhain Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,22843,23163,23283,23813,23693
1795,Ontario  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,39369,43710,50966,61470,73640
1795,Ontario  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,39369,43709,50966,61469,73640
1797,Orange  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,28000,29500,29500,29500,29500
1797,Orange  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,28000.00001,29500,29500,29500,29500
1803,Orangevale Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,4568,4686,4860,4981,0
1803,Orangevale Water Company,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,4567,4685,4860,4981,0
1804,Orchard Dale Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2240,2284,2330,2377,0
1804,Orchard Dale Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2240,2284,2330,2377,0
1821,Otay Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,42720,48430,50891,51701,57582
1821,Otay Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,42720,48430,50891,51701,57582
1827,Oxnard  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,40341,54341,54341,54341,54341
1827,Oxnard  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,39664,48054,49445,50835,52225
1838,Padre Dam Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,12535,16049,16230,16461,16816
1838,Padre Dam Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,12535,16049,16230,16461,16816
1849,Palmdale Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,37180,37240,36370,36870,36870
1849,Palmdale Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,23300,26900,28400,29900,31000
1851,Palo Alto  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,11961,11642,11381,11142,10958
1851,Palo Alto  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,13542,13542,13542,13542,13542
1859,Paradise Irrigation District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6623,6940,7298,7620,7817
1859,Paradise Irrigation District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,25570,25383,25170,24970,24837
1866,Paramount  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,7912,7938,7938,7938,0
1866,Paramount  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7562,7749,7914,8080,0
1873,Pasadena  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,32586,32611,32719,32891,33000
1873,Pasadena  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,34318,34770,37131,37813,38291
1875,Paso Robles  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,7089,7575,8061,8546,9032
1875,Paso Robles  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,7089,7575,8061,8546,9032
1877,Patterson  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6376,8272,9448.490651,10624.71799,11801
1877,Patterson  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,6375.803543,8271.983852,9448,10624.83838,11801
1894,Petaluma  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,14538,14701,14739,14739,14824
1894,Petaluma  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,9414,9889,10190,10511,10942
1896,Phelan Pinon Hills Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3870,4359,4914,5476,5997
1896,Phelan Pinon Hills Community Services District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3870.01,4359,4914,5476,5997
1899,Pico Rivera  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5365,5364,5388,5412,0
1899,Pico Rivera  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,5779,5779,5779,5779,5579
1900,Pico Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3697,3774,3853,3933,4015
1900,Pico Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,3697,3774,3853,3933,4015
1923,Pismo Beach  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,1693,1739,1784,1833,0
1923,Pismo Beach  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,2832,2832,2832,2832,0
1925,Pittsburg  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,18330,18968,19654,20370,21116.8
1925,Pittsburg  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,16986.81,17624.57,18311.19,19027.06,19773.86
1927,Placer County Water Agency,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,113380,118300,124090,129670,136600
1927,Placer County Water Agency,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,233800,268300,270800,272800,273800
1940,Pleasanton  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,17742,18500,19305,20167,21064
1940,Pleasanton  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,17742,18500,19305,20167,21064
1945,Pomona  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,31911,33506,36183,36683,37183
1945,Pomona  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,27827.23,31469.98,32769.93,34135.34,35570.62
1953,Port Hueneme  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,2106,2114,2122,2132,2140
1953,Port Hueneme  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,3153,3153,3153,3153,3153
1956,Porterville  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,17894.68505,20245.45315,22906.17891,25916.75789,29320.15452
1956,Porterville  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,17894.68505,20245.45315,22906.17891,25916.75789,29320.15452
1964,Poway  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,14001,14951,15127,15202,15678
1964,Poway  City Of,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,11342,11620,11889,11909,11908.55612
1983,Quartz Hill Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,5427,6078,6808,7625,0
1983,Quartz Hill Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,6500,6500,6600,6600,0
1990,Rainbow Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,20810,20820,20830,20850,20660
1990,Rainbow Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,20810,20820,20830,20850,20660
1996,Ramona Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Demand totals,8275,8709,8751,8736,8787
1996,Ramona Municipal Water District,Table 7-2 Retail: Normal Year Supply and Demand Comparison,Yes,Yes,Supply totals,8275,8709,8751,8736,8787
